draw_date,draw_index,jackpot_usd,w1,w2,w3,w4,w5,pb,powerplay
4/14/2021,1168,67000000,13,45,33,30,61,14,2
4/17/2021,1169,79000000,41,21,26,10,49,25,2
4/21/2021,1170,90000000,25,32,21,67,63,6,2
4/24/2021,1171,104000000,36,61,59,22,48,22,3
4/28/2021,1172,116000000,16,18,35,39,53,21,3
5/1/2021,1173,129000000,47,36,63,35,61,3,3
5/5/2021,1174,142000000,63,28,16,40,23,1,2
5/8/2021,1175,157000000,20,17,12,21,26,8,3
5/12/2021,1176,168000000,20,19,1,38,54,17,2
5/15/2021,1177,183000000,39,4,10,37,69,24,3
5/19/2021,1178,201000000,11,69,13,56,55,4,2
5/22/2021,1179,218000000,40,3,27,37,19,8,2
5/26/2021,1180,236000000,21,62,34,8,2,16,2
5/29/2021,1181,253000000,13,11,46,22,27,20,2
6/2/2021,1182,268000000,67,7,6,11,66,19,3
6/5/2021,1183,286000000,64,52,44,69,54,26,3
6/9/2021,1184,20000000,54,46,28,50,19,9,2
6/12/2021,1185,31000000,8,41,38,25,34,10,3
6/16/2021,1186,40000000,19,34,50,44,29,25,2
6/19/2021,1187,52000000,38,22,4,39,35,20,2
6/23/2021,1188,63000000,20,40,63,13,51,1,3
6/26/2021,1189,75000000,31,60,43,8,39,17,3
6/30/2021,1190,88000000,50,66,24,65,29,14,4
7/3/2021,1191,101000000,26,55,40,41,65,24,2
7/7/2021,1192,113000000,8,49,57,30,21,8,2
7/10/2021,1193,127000000,29,1,62,5,54,3,2
7/14/2021,1194,137000000,52,62,33,59,46,10,2
7/17/2021,1195,150000000,54,38,22,15,66,3,2
7/21/2021,1196,161000000,27,44,67,28,68,11,2
7/24/2021,1197,174000000,4,11,67,1,59,10,2
7/28/2021,1198,186000000,53,25,60,59,30,5,3
7/31/2021,1199,199000000,21,22,34,1,47,4,2
8/4/2021,1200,211000000,36,5,21,58,32,14,2
8/7/2021,1201,226000000,24,54,7,60,36,23,2
8/11/2021,1202,241000000,18,12,29,20,30,16,3
8/14/2021,1203,258000000,6,65,49,67,21,18,2
8/18/2021,1204,274000000,36,61,55,51,35,26,2
8/21/2021,1205,290000000,59,39,36,16,28,4,2
8/23/2021,1206,293000000,47,17,61,36,60,15,3
8/25/2021,1207,304000000,39,59,27,54,56,24,3
8/28/2021,1208,322000000,12,59,46,26,22,26,2
8/30/2021,1209,332000000,61,3,51,45,15,8,2
9/1/2021,1210,345000000,10,20,29,48,51,17,2
9/4/2021,1211,367000000,54,32,35,40,52,1,5
9/6/2021,1212,375000000,33,11,54,22,20,24,2
9/8/2021,1213,388000000,22,9,41,61,47,21,2
9/11/2021,1214,409000000,40,38,31,20,49,21,2
9/13/2021,1215,416000000,37,63,61,50,40,21,3
9/15/2021,1216,432000000,46,4,62,1,18,25,3
9/18/2021,1217,457000000,45,39,5,57,36,11,2
9/20/2021,1218,472000000,58,51,37,54,60,19,2
9/22/2021,1219,490000000,47,63,20,40,55,5,3
9/25/2021,1220,523000000,37,23,62,22,63,19,3
9/27/2021,1221,545000000,44,21,22,39,60,12,2
9/29/2021,1222,570000000,32,17,2,7,11,11,3
10/2/2021,1223,635000000,42,38,47,52,28,1,2
10/4/2021,1224,685000000,66,12,22,54,69,15,2
10/6/2021,1225,20000000,17,64,52,1,58,1,10
10/9/2021,1226,31000000,62,12,30,17,45,5,2
10/11/2021,1227,38000000,20,11,33,39,65,24,3
10/13/2021,1228,50000000,47,23,59,29,60,15,2
10/16/2021,1229,60000000,30,48,31,41,42,3,3
10/18/2021,1230,65000000,53,30,63,48,32,12,2
10/20/2021,1231,73000000,7,41,29,43,36,5,2
10/23/2021,1232,86000000,30,10,57,63,51,20,2
10/25/2021,1233,93000000,29,58,44,10,27,24,2
10/27/2021,1234,102000000,3,26,51,35,6,17,4
10/30/2021,1235,116000000,56,23,28,5,43,19,2
11/1/2021,1236,123000000,44,9,25,34,45,8,3
11/3/2021,1237,132000000,50,1,57,24,2,26,2
11/6/2021,1238,146000000,64,8,48,30,57,9,2
11/8/2021,1239,151000000,47,46,62,57,21,8,3
11/10/2021,1240,160000000,46,25,43,48,19,14,2
11/13/2021,1241,173000000,45,15,35,26,8,9,3
11/15/2021,1242,180000000,53,31,51,34,5,23,2
11/17/2021,1243,190000000,48,3,60,16,52,1,3
11/20/2021,1244,205000000,48,59,40,69,43,19,3
11/22/2021,1245,213000000,7,67,20,29,38,22,2
11/24/2021,1246,224000000,65,16,63,10,32,17,2
11/27/2021,1247,243000000,32,55,66,64,8,10,2
11/29/2021,1248,253000000,28,26,18,38,47,17,2
12/1/2021,1249,264000000,12,57,38,15,63,24,2
12/4/2021,1250,278000000,56,45,10,40,67,2,2
12/6/2021,1251,280000000,3,21,59,50,38,6,3
12/8/2021,1252,291000000,33,50,7,3,69,24,2
12/11/2021,1253,307000000,25,53,44,3,64,10,2
12/13/2021,1254,320000000,10,37,59,53,30,4,2
12/15/2021,1255,333000000,19,20,59,40,42,15,3
12/18/2021,1256,353000000,61,24,51,6,2,1,2
12/20/2021,1257,363000000,13,66,2,23,34,2,4
12/22/2021,1258,378000000,16,68,48,7,19,15,2
12/25/2021,1259,400000000,29,45,58,55,27,2,3
12/27/2021,1260,416000000,62,45,36,64,38,19,2
12/29/2021,1261,441000000,39,6,9,33,2,11,2
1/1/2022,1262,500000000,39,48,12,50,6,7,2
1/3/2022,1263,540000000,2,33,13,32,48,22,2
1/5/2022,1264,630000000,25,6,14,33,46,17,2
1/8/2022,1265,20000000,21,20,65,36,60,13,10
1/10/2022,1266,27000000,17,21,14,27,18,9,2
1/12/2022,1267,38000000,21,22,30,12,33,24,4
1/15/2022,1268,48000000,3,59,37,51,18,13,2
1/17/2022,1269,53000000,46,65,24,35,9,22,2
1/19/2022,1270,62000000,11,43,61,15,55,10,3
1/22/2022,1271,76000000,67,14,8,33,36,17,2
1/24/2022,1272,82000000,11,53,47,30,29,16,3
1/26/2022,1273,91000000,69,38,49,4,11,16,3
1/29/2022,1274,104000000,54,2,15,65,38,11,4
1/31/2022,1275,113000000,61,10,69,51,15,14,3
2/2/2022,1276,123000000,33,62,18,63,29,15,3
2/5/2022,1277,137000000,39,61,27,16,5,24,2
2/7/2022,1278,147000000,65,5,15,38,47,10,3
2/9/2022,1279,158000000,63,17,51,2,33,26,2
2/12/2022,1280,172000000,10,8,41,21,62,7,3
2/14/2022,1281,183000000,49,55,16,27,25,17,3
2/16/2022,1282,20000000,40,22,48,30,42,16,2
2/19/2022,1283,31000000,10,3,15,42,33,11,2
2/21/2022,1284,37000000,37,45,36,69,2,3,2
2/23/2022,1285,45000000,64,35,17,6,21,18,2
2/26/2022,1286,58000000,48,32,36,64,15,19,3
2/28/2022,1287,65000000,21,7,39,47,55,19,2
3/2/2022,1288,73000000,63,61,48,19,37,12,2
3/5/2022,1289,85000000,37,23,52,63,8,13,2
3/7/2022,1290,90000000,59,67,10,55,43,2,3
3/9/2022,1291,99000000,34,13,22,67,51,10,2
3/12/2022,1292,112000000,19,20,37,39,61,8,2
3/14/2022,1293,124000000,21,28,32,49,44,6,3
3/16/2022,1294,133000000,58,35,28,34,3,17,2
3/19/2022,1295,147000000,9,52,18,8,48,6,2
3/21/2022,1296,156000000,26,15,65,63,1,16,2
3/23/2022,1297,167000000,37,38,31,32,48,24,2
3/26/2022,1298,181000000,2,50,10,59,61,6,3
3/28/2022,1299,195000000,62,11,18,58,39,3,2
3/30/2022,1300,206000000,37,3,31,21,7,11,3
4/2/2022,1301,222000000,58,59,47,28,6,18,2
4/4/2022,1302,231000000,2,39,69,32,46,6,2
4/6/2022,1303,246000000,6,45,47,42,64,18,3
4/9/2022,1304,268000000,6,16,31,62,66,18,2
4/11/2022,1305,288000000,5,34,24,31,7,4,2
4/13/2022,1306,302000000,63,68,41,16,14,26,2
4/16/2022,1307,325000000,62,32,15,65,21,26,5
4/18/2022,1308,348000000,8,33,59,55,62,18,2
4/20/2022,1309,370000000,55,30,56,20,45,14,2
4/23/2022,1310,400000000,49,10,56,39,47,8,3
4/25/2022,1311,421000000,18,61,12,39,20,10,2
4/27/2022,1312,454000000,62,68,61,11,36,4,2
4/30/2022,1313,20000000,21,37,44,63,14,1,3
5/2/2022,1314,27000000,18,39,44,33,27,8,5
5/4/2022,1315,37000000,55,63,69,39,37,23,2
5/7/2022,1316,51000000,5,28,6,67,4,10,2
5/9/2022,1317,59000000,18,56,30,35,52,5,2
5/11/2022,1318,68000000,61,5,7,69,63,18,2
5/14/2022,1319,83000000,6,52,40,45,41,9,3
5/16/2022,1320,90000000,7,22,15,36,64,13,2
5/18/2022,1321,101000000,64,41,40,58,65,17,3
5/21/2022,1322,117000000,15,52,25,58,14,11,2
5/23/2022,1323,125000000,42,37,33,1,39,26,2
5/25/2022,1324,135000000,42,19,28,39,57,17,3
5/28/2022,1325,150000000,66,50,61,39,2,15,2
5/30/2022,1326,157000000,51,69,28,68,27,22,2
6/1/2022,1327,168000000,41,56,63,11,57,2,2
6/4/2022,1328,184000000,60,52,14,16,36,16,3
6/6/2022,1329,198000000,10,2,44,35,46,4,2
6/8/2022,1330,210000000,39,43,62,22,64,7,4
6/11/2022,1331,229000000,26,53,69,20,18,5,2
6/13/2022,1332,243000000,2,44,42,51,27,25,2
6/15/2022,1333,258000000,28,19,42,41,51,7,2
6/18/2022,1334,279000000,40,45,10,19,58,25,2
6/20/2022,1335,296000000,3,44,69,61,63,13,2
6/22/2022,1336,312000000,10,56,6,31,48,12,3
6/25/2022,1337,335000000,12,20,32,27,6,4,3
6/27/2022,1338,346000000,13,30,37,18,11,16,3
6/29/2022,1339,365000000,63,40,8,49,58,14,3
7/2/2022,1340,20000000,59,10,9,37,62,26,3
7/4/2022,1341,26000000,16,15,56,31,24,4,2
7/6/2022,1342,35000000,36,32,69,49,62,13,2
7/9/2022,1343,48000000,42,22,52,46,14,24,3
7/11/2022,1344,56000000,52,37,34,4,26,9,2
7/13/2022,1345,66000000,22,23,47,63,36,2,2
7/16/2022,1346,82000000,23,57,32,18,3,21,2
7/18/2022,1347,89000000,36,14,50,58,34,5,3
7/20/2022,1348,101000000,20,10,65,23,49,22,3
7/23/2022,1349,119000000,59,39,41,54,62,12,3
7/25/2022,1350,130000000,25,37,38,39,65,5,2
7/27/2022,1351,145000000,25,55,1,44,57,26,2
7/30/2022,1352,170000000,17,4,58,68,57,12,3
8/1/2022,1353,187000000,31,65,36,15,21,16,3
8/3/2022,1354,202000000,9,66,21,57,56,11,2
8/6/2022,1355,20000000,15,8,46,56,68,3,2
8/8/2022,1356,26000000,58,45,51,57,32,12,2
8/10/2022,1357,35000000,68,59,61,44,29,19,2
8/13/2022,1358,48000000,43,35,24,62,19,2,10
8/15/2022,1359,56000000,20,50,47,63,24,5,2
8/17/2022,1360,66000000,41,23,55,50,28,24,2
8/20/2022,1361,80000000,16,11,9,66,5,7,2
8/22/2022,1362,90000000,12,55,67,27,34,9,2
8/24/2022,1363,100000000,37,35,6,24,44,22,4
8/27/2022,1364,115000000,2,65,60,18,56,14,3
8/29/2022,1365,124000000,69,61,43,13,36,18,3
8/31/2022,1366,134000000,24,19,7,8,28,1,2
9/3/2022,1367,148000000,18,27,65,49,69,9,2
9/5/2022,1368,159000000,4,7,55,32,64,25,2
9/7/2022,1369,170000000,3,33,16,30,36,20,3
9/10/2022,1370,186000000,56,68,38,42,69,4,2
9/12/2022,1371,193000000,66,14,34,6,16,25,3
9/14/2022,1372,206000000,20,10,22,52,9,25,3
9/17/2022,1373,225000000,5,25,36,61,51,1,3
9/19/2022,1374,238000000,7,15,67,46,36,7,2
9/21/2022,1375,251000000,33,34,6,54,45,7,2
9/24/2022,1376,270000000,3,21,29,24,9,14,2
9/26/2022,1377,285000000,31,33,13,20,59,20,3
9/28/2022,1378,300000000,10,67,33,24,6,11,3
10/1/2022,1379,322000000,69,22,21,65,8,26,2
10/3/2022,1380,336000000,55,63,2,16,22,22,4
10/5/2022,1381,353000000,26,37,33,62,30,6,2
10/8/2022,1382,378000000,53,60,68,43,13,5,2
10/10/2022,1383,401000000,17,3,22,11,6,11,2
10/12/2022,1384,420000000,59,30,42,14,41,6,5
10/15/2022,1385,454000000,32,62,40,58,37,15,5
10/17/2022,1386,480000000,46,30,36,19,60,25,3
10/19/2022,1387,508000000,27,42,15,8,6,10,3
10/22/2022,1388,580000000,55,25,60,19,48,18,2
10/24/2022,1389,625000000,23,45,54,35,18,16,4
10/26/2022,1390,700000000,46,37,19,56,36,24,2
10/29/2022,1391,825000000,40,19,57,31,46,23,3
10/31/2022,1392,1000000000,19,13,39,59,36,13,3
11/2/2022,1393,1200000000,22,11,60,2,35,23,2
11/5/2022,1394,1600000000,69,53,45,56,28,20,3
11/7/2022,1395,1900000000,10,33,41,47,56,10,2
11/9/2022,1396,20000000,14,24,7,30,56,7,2
11/12/2022,1397,47000000,58,57,20,44,16,6,4
11/14/2022,1398,59000000,54,67,19,53,35,21,2
11/16/2022,1399,76000000,53,56,28,34,51,11,2
11/19/2022,1400,93000000,62,63,28,7,64,10,3
11/21/2022,1401,20000000,1,67,51,40,6,2,2
11/23/2022,1402,30000000,31,2,1,39,66,25,2
11/26/2022,1403,48000000,15,30,47,50,51,3,10
11/28/2022,1404,56000000,48,30,50,32,29,20,2
11/30/2022,1405,65000000,4,24,47,66,19,10,2
12/3/2022,1406,81000000,13,36,37,6,33,7,4
12/5/2022,1407,89000000,35,54,55,45,47,14,2
12/7/2022,1408,100000000,61,59,28,6,44,21,2
12/10/2022,1409,116000000,23,9,68,49,47,19,2
12/12/2022,1410,124000000,55,16,50,31,61,9,4
12/14/2022,1411,134000000,36,51,68,66,59,25,10
12/17/2022,1412,149000000,56,33,66,68,64,12,2
12/19/2022,1413,158000000,55,37,65,7,67,12,5
12/21/2022,1414,170000000,34,15,59,24,12,14,2
12/24/2022,1415,186000000,37,17,67,54,46,8,3
12/26/2022,1416,201000000,60,41,47,17,61,17,3
12/28/2022,1417,215000000,32,38,45,26,56,1,2
12/31/2022,1418,246000000,18,37,44,64,50,11,3
1/2/2023,1419,265000000,9,62,12,7,31,22,2
1/4/2023,1420,291000000,68,12,56,32,67,26,3
1/7/2023,1421,325000000,45,36,67,35,44,14,3
1/9/2023,1422,340000000,18,43,48,60,69,14,3
1/11/2023,1423,360000000,4,47,48,8,46,5,3
1/14/2023,1424,404000000,24,26,57,39,47,23,2
1/16/2023,1425,416000000,14,33,4,61,39,3,3
1/18/2023,1426,439000000,15,47,22,6,42,26,3
1/21/2023,1427,473000000,14,5,64,19,46,22,4
1/23/2023,1428,502000000,47,60,31,58,12,23,3
1/25/2023,1429,526000000,17,38,20,9,40,18,2
1/28/2023,1430,572000000,23,27,47,18,2,15,4
1/30/2023,1431,613000000,49,1,36,4,12,5,2
2/1/2023,1432,653000000,58,59,43,31,66,9,2
2/4/2023,1433,700000000,58,2,15,19,8,10,2
2/6/2023,1434,747000000,22,11,23,5,69,7,2
2/8/2023,1435,20000000,64,59,66,58,52,9,2
2/11/2023,1436,34000000,65,30,10,23,54,11,4
2/13/2023,1437,45000000,26,37,17,65,61,2,2
2/15/2023,1438,57000000,60,31,63,54,32,12,4
2/18/2023,1439,73000000,31,8,37,32,21,23,4
2/20/2023,1440,87000000,17,3,54,38,26,15,3
2/22/2023,1441,100000000,11,39,65,44,19,7,2
2/25/2023,1442,119000000,24,66,58,11,67,26,3
2/27/2023,1443,131000000,55,49,16,28,51,23,2
3/1/2023,1444,143000000,2,28,9,36,53,4,2
3/4/2023,1445,161000000,10,40,16,18,66,16,3
3/6/2023,1446,20000000,69,58,13,29,2,4,3
3/8/2023,1447,31000000,43,69,26,27,61,4,3
3/11/2023,1448,45000000,33,58,11,43,20,24,2
3/13/2023,1449,52000000,3,46,24,10,63,4,2
3/15/2023,1450,63000000,18,33,37,50,16,8,2
3/18/2023,1451,78000000,69,20,14,30,54,11,2
3/20/2023,1452,86000000,32,67,47,1,27,14,2
3/22/2023,1453,96000000,37,27,28,50,57,5,2
3/25/2023,1454,112000000,15,57,18,47,17,19,2
3/27/2023,1455,122000000,36,19,26,58,43,14,3
3/29/2023,1456,132000000,66,9,24,46,4,7,3
4/1/2023,1457,147000000,19,29,21,11,52,17,4
4/3/2023,1458,159000000,16,31,68,30,54,1,2
4/5/2023,1459,170000000,52,42,9,3,5,11,2
4/8/2023,1460,186000000,51,11,22,60,24,18,3
4/10/2023,1461,192000000,46,52,9,10,36,14,2
4/12/2023,1462,202000000,41,36,59,9,44,4,2
4/15/2023,1463,219000000,56,1,33,34,59,18,3
4/17/2023,1464,235000000,64,35,63,23,25,25,3
4/19/2023,1465,251000000,21,4,11,64,38,11,3
4/22/2023,1466,20000000,63,68,17,36,47,25,2
4/24/2023,1467,28000000,19,55,68,66,21,3,2
4/26/2023,1468,37000000,15,49,2,30,35,6,2
4/29/2023,1469,51000000,16,53,65,57,54,8,2
5/1/2023,1470,60000000,61,38,66,55,3,1,3
5/3/2023,1471,71000000,26,21,47,30,45,23,3
5/6/2023,1472,87000000,39,51,53,31,47,6,2
5/8/2023,1473,97000000,15,33,43,36,20,12,2
5/10/2023,1474,109000000,24,55,69,21,33,3,10
5/13/2023,1475,125000000,3,46,20,23,15,11,2
5/15/2023,1476,135000000,58,1,26,55,28,25,2
5/17/2023,1477,146000000,51,18,37,45,34,14,2
5/20/2023,1478,162000000,23,63,32,38,17,23,2
5/22/2023,1479,179000000,38,52,48,9,68,25,4
5/24/2023,1480,190000000,58,44,21,50,12,26,3
5/27/2023,1481,211000000,48,39,56,38,24,4,2
5/29/2023,1482,226000000,64,35,21,62,33,24,2
5/31/2023,1483,239000000,62,54,4,2,61,14,3
6/3/2023,1484,262000000,15,67,64,45,68,18,2
6/5/2023,1485,269000000,46,2,45,31,49,20,2
6/7/2023,1486,285000000,16,53,29,66,21,2,5
6/10/2023,1487,308000000,42,46,50,21,32,4,3
6/12/2023,1488,324000000,68,2,23,3,16,7,2
6/14/2023,1489,340000000,20,3,42,36,64,4,2
6/17/2023,1490,366000000,12,61,2,64,45,26,2
6/19/2023,1491,380000000,69,57,52,39,36,1,3
6/21/2023,1492,400000000,5,33,35,11,63,14,2
6/24/2023,1493,427000000,38,44,50,2,62,19,3
6/26/2023,1494,440000000,6,54,43,28,39,12,4
6/28/2023,1495,462000000,34,19,68,25,57,4,5
7/1/2023,1496,493000000,4,49,61,17,35,8,2
7/3/2023,1497,522000000,31,38,15,61,26,3,3
7/5/2023,1498,546000000,68,17,24,62,48,23,2
7/8/2023,1499,615000000,24,7,32,23,43,18,2
7/10/2023,1500,675000000,34,58,24,2,53,13,2
7/12/2023,1501,750000000,66,45,23,35,67,20,3
7/15/2023,1502,875000000,57,43,2,55,9,18,2
7/17/2023,1503,900000000,17,8,9,41,5,21,4
7/19/2023,1504,1000000000,7,13,10,24,11,24,2
7/22/2023,1505,20000000,63,37,25,27,36,7,2
7/24/2023,1506,28000000,49,3,12,28,4,25,2
7/26/2023,1507,41000000,3,40,16,60,48,14,2
7/29/2023,1508,60000000,27,10,34,25,38,2,3
7/31/2023,1509,74000000,58,2,65,11,48,13,2
8/2/2023,1510,95000000,64,33,24,23,51,5,2
8/5/2023,1511,124000000,62,44,65,18,42,23,2
8/7/2023,1512,145000000,13,6,20,54,35,22,2
8/9/2023,1513,170000000,15,67,10,21,69,3,2
8/12/2023,1514,194000000,19,50,65,21,37,26,2
8/14/2023,1515,215000000,37,34,47,39,32,3,2
8/16/2023,1516,236000000,55,9,11,19,17,1,2
8/19/2023,1517,264000000,27,38,1,62,25,13,2
8/21/2023,1518,291000000,3,4,28,12,22,16,2
8/23/2023,1519,313000000,33,30,32,25,55,20,2
8/26/2023,1520,345000000,26,20,63,22,28,5,3
8/28/2023,1521,363000000,55,6,25,68,4,26,2
8/30/2023,1522,386000000,35,69,61,13,4,4,2
9/2/2023,1523,420000000,38,67,25,66,42,19,4
9/4/2023,1524,435000000,51,1,32,46,26,13,3
9/6/2023,1525,461000000,20,23,9,14,63,1,3
9/9/2023,1526,500000000,29,19,11,63,68,25,2
9/11/2023,1527,522000000,53,27,25,66,9,5,2
9/13/2023,1528,550000000,37,22,45,44,30,18,3
9/16/2023,1529,596000000,46,19,24,8,11,5,2
9/18/2023,1530,638000000,42,26,2,21,40,9,3
9/20/2023,1531,672000000,27,62,16,59,63,23,3
9/23/2023,1532,750000000,1,12,66,20,33,21,2
9/25/2023,1533,785000000,50,10,36,22,12,4,2
9/27/2023,1534,850000000,47,63,1,46,7,7,3
9/30/2023,1535,960000000,30,19,46,37,44,22,2
10/2/2023,1536,1040000000,27,12,43,47,26,5,2
10/4/2023,1537,1200000000,63,9,35,64,54,1,2
10/7/2023,1538,1400000000,47,60,57,65,54,19,3
10/9/2023,1539,1550000000,67,34,46,55,16,14,3
10/11/2023,1540,1720000000,24,52,40,22,64,10,2
10/14/2023,1541,20000000,14,42,64,16,48,14,2
10/16/2023,1542,34000000,2,64,31,27,44,18,3
10/18/2023,1543,49000000,13,35,1,4,58,24,2
10/21/2023,1544,70000000,68,24,15,67,6,11,2
10/23/2023,1545,85000000,46,18,21,25,64,21,5
10/25/2023,1546,100000000,68,41,53,27,25,2,2
10/28/2023,1547,125000000,59,24,64,50,14,2,2
10/30/2023,1548,137000000,69,19,22,66,34,5,3
11/1/2023,1549,152000000,39,22,26,47,63,12,3
11/4/2023,1550,173000000,28,34,1,52,30,6,2
11/6/2023,1551,179000000,12,40,25,61,59,26,2
11/8/2023,1552,196000000,21,33,62,39,14,20,2
11/11/2023,1553,220000000,14,12,57,1,24,7,4
11/13/2023,1554,235000000,35,37,33,24,42,21,2
11/15/2023,1555,255000000,53,4,3,51,60,6,3
11/18/2023,1556,280000000,34,61,50,51,67,20,2
11/20/2023,1557,295000000,26,63,39,19,30,13,2
11/22/2023,1558,313000000,42,20,39,24,33,21,2
11/25/2023,1559,340000000,68,27,63,33,66,9,2
11/27/2023,1560,352000000,2,61,38,66,21,12,2
11/29/2023,1561,374000000,47,50,68,6,61,4,2
12/2/2023,1562,400000000,35,41,60,28,47,3,2
12/4/2023,1563,412000000,18,27,45,28,19,9,3
12/6/2023,1564,435000000,56,2,65,12,37,21,3
12/9/2023,1565,468000000,40,25,60,5,26,1,2
12/11/2023,1566,477000000,31,24,62,27,1,20,3
12/13/2023,1567,500000000,56,8,41,64,3,18,2
12/16/2023,1568,535000000,9,3,10,20,62,25,3
12/18/2023,1569,543000000,5,34,39,19,8,26,3
12/20/2023,1570,572000000,41,56,35,60,27,16,2
12/23/2023,1571,620000000,53,14,9,17,18,6,3
12/25/2023,1572,638000000,24,20,12,5,29,4,2
12/27/2023,1573,700000000,4,11,38,51,68,5,3
12/30/2023,1574,760000000,26,10,34,11,27,7,4
1/1/2024,1575,810000000,21,49,44,42,12,1,3
1/3/2024,1576,20000000,48,30,38,68,31,8,10
1/6/2024,1577,35000000,4,34,61,31,38,13,2
1/8/2024,1578,46000000,7,28,40,17,45,2,3
1/10/2024,1579,60000000,48,43,25,50,40,11,2
1/13/2024,1580,77000000,31,13,51,58,33,15,2
1/15/2024,1581,88000000,59,30,49,35,13,4,3
1/17/2024,1582,102000000,65,61,22,18,43,2,4
1/20/2024,1583,120000000,34,16,65,47,31,10,3
1/22/2024,1584,133000000,24,63,43,25,52,21,2
1/24/2024,1585,145000000,32,50,5,1,64,8,4
1/27/2024,1586,164000000,38,65,68,7,66,21,2
1/29/2024,1587,174000000,39,49,41,64,43,4,2
1/31/2024,1588,188000000,15,43,41,19,18,14,2
2/3/2024,1589,206000000,27,11,66,9,59,19,3
2/5/2024,1590,214000000,1,30,27,2,67,9,5
2/7/2024,1591,228000000,21,12,62,69,67,17,3
2/10/2024,1592,248000000,37,27,28,34,44,8,2
2/12/2024,1593,270000000,53,17,36,67,43,14,2
2/14/2024,1594,285000000,1,4,45,67,47,18,2
2/17/2024,1595,306000000,62,28,6,59,69,21,3
2/19/2024,1596,330000000,23,45,53,4,50,17,3
2/21/2024,1597,348000000,42,33,4,27,41,14,2
2/24/2024,1598,376000000,3,40,58,8,53,3,3
2/26/2024,1599,391000000,54,29,42,51,24,16,3
2/28/2024,1600,412000000,50,38,26,29,16,6,2
3/2/2024,1601,443000000,3,18,36,53,27,12,2
3/4/2024,1602,460000000,42,67,36,52,50,26,2
3/6/2024,1603,485000000,44,6,19,28,60,10,2
3/9/2024,1604,521000000,52,63,36,30,49,16,5
3/11/2024,1605,532000000,16,3,7,66,1,5,5
3/13/2024,1606,559000000,29,21,62,59,54,4,2
3/16/2024,1607,600000000,44,23,12,61,57,5,2
3/18/2024,1608,645000000,44,39,10,17,20,16,3
3/20/2024,1609,687000000,66,22,13,54,27,9,2
3/23/2024,1610,750000000,6,23,51,25,34,3,2
3/25/2024,1611,800000000,19,7,68,53,11,23,2
3/27/2024,1612,865000000,57,60,46,66,37,8,2
3/30/2024,1613,935000000,33,13,50,12,52,23,3
4/1/2024,1614,1000000000,24,56,19,40,42,23,2
4/3/2024,1615,1090000000,11,62,65,38,41,15,3
4/6/2024,1616,1300000000,44,27,52,22,69,9,3
4/8/2024,1617,20000000,6,54,23,39,21,23,2
4/10/2024,1618,31000000,36,12,6,7,24,15,2
4/13/2024,1619,46000000,43,40,33,69,7,10,5
4/15/2024,1620,63000000,7,56,61,16,41,23,3
4/17/2024,1621,78000000,24,54,44,47,29,2,2
4/20/2024,1622,98000000,4,58,44,35,41,25,3
4/22/2024,1623,115000000,39,12,16,52,33,1,2
4/24/2024,1624,129000000,26,2,20,47,22,21,4
4/27/2024,1625,149000000,62,55,53,9,30,23,3
4/29/2024,1626,164000000,69,47,11,67,38,14,2
5/1/2024,1627,178000000,1,21,19,11,68,15,2
5/4/2024,1628,203000000,14,20,69,23,53,4,2
5/6/2024,1629,214000000,60,56,7,24,23,25,2
5/8/2024,1630,20000000,43,51,44,7,41,5,2
5/11/2024,1631,36000000,6,49,39,67,3,21,2
5/13/2024,1632,47000000,14,5,29,38,66,1,2
5/15/2024,1633,59000000,55,45,69,19,42,6,2
5/18/2024,1634,77000000,42,59,37,19,36,19,2
5/20/2024,1635,88000000,68,7,1,48,64,5,2
5/22/2024,1636,100000000,16,5,67,18,26,4,3
5/25/2024,1637,120000000,36,33,6,64,35,24,3
5/27/2024,1638,131000000,30,39,49,59,9,21,5
5/29/2024,1639,143000000,17,60,56,61,34,9,2
6/1/2024,1640,161000000,38,28,68,52,54,8,2
6/3/2024,1641,171000000,19,45,35,29,36,16,2
6/5/2024,1642,185000000,69,45,8,44,51,12,3
6/8/2024,1643,206000000,38,54,64,8,52,15,3
6/10/2024,1644,221000000,33,58,3,10,59,9,2
6/12/2024,1645,20000000,30,62,61,19,31,21,2
6/15/2024,1646,34000000,54,48,4,56,36,2,3
6/17/2024,1647,44000000,58,30,66,53,48,9,2
6/19/2024,1648,56000000,50,27,4,44,64,7,3
6/22/2024,1649,72000000,4,15,62,32,5,21,2
6/24/2024,1650,84000000,5,36,53,6,69,8,2
6/26/2024,1651,95000000,56,4,9,47,36,7,5
6/29/2024,1652,113000000,51,61,54,26,69,25,3
7/1/2024,1653,125000000,55,9,39,32,5,9,2
7/3/2024,1654,138000000,55,26,2,33,57,22,2
7/6/2024,1655,20000000,39,49,35,32,5,21,2
7/8/2024,1656,29000000,45,31,22,33,20,1,3
7/10/2024,1657,41000000,11,7,12,27,46,26,3
7/13/2024,1658,54000000,9,66,55,59,69,21,2
7/15/2024,1659,64000000,9,45,39,31,40,23,3
7/17/2024,1660,75000000,47,66,24,27,32,26,2
7/20/2024,1661,91000000,57,40,18,25,31,4,3
7/22/2024,1662,102000000,31,58,56,69,36,20,2
7/24/2024,1663,114000000,42,16,68,59,63,13,2
7/27/2024,1664,131000000,64,40,31,3,37,17,3
7/29/2024,1665,144000000,30,11,44,27,33,16,3
